,B Cell,Epithelium,Myeloid,Stroma,T Cell,rho_Spearman,rho_Pearson
CID005226-1,0.030092606806878516,0.4828563543051889,0.02243178037328405,0.1652001977399493,0.29941906077469915,0.8448426573426573,0.7523539739303097
CID005227-1,0.028625004487043228,0.5046901369621785,0.038559401888549796,0.14691247712018074,0.28121297954204777,0.8955956787791796,0.7364418920723887
CID005798-1,0.07615774867930211,0.15175230999191736,0.016824820781186342,0.3066688150188393,0.4485963055287549,0.8972365161044407,0.7046466702062367
CID005799-1,0.09428002811187515,0.10979422595032749,0.4887083955884424,0.23721623674916983,0.07000111360018513,0.640992896480166,0.5064508612919946
CID005800-1,0.11069420615875723,0.5615153147557468,0.04479664262296025,0.13292848194406204,0.15006535451847366,0.8059821153253162,0.7946949696406114
CID005801-1,0.42283925239029596,0.34025021740992445,0.05353661141350974,0.008184691782613258,0.17518922700365652,0.8233006912442395,0.6841135405812283
CID006004-1,0.039883297686120645,0.055387021864131185,0.4407270255612012,0.3064837130674062,0.15751894182114082,0.6381555944055944,0.5299959036180839
CID007374-1,0.45262965782443015,3.3652369562396e-05,0.08556515590248427,0.12348393169346783,0.3382876022100553,0.8347915242652085,0.6712043096284338
CID007376-1,0.028874995144620712,0.38461860531365,0.11278005915352587,0.19459204412367095,0.2791342962645325,0.7602709790209791,0.6285259326673901
CID007378-1,0.01255960601029688,0.37134290623272515,0.06652903267744303,0.1176615384571048,0.4319069166224302,0.8232334829349754,0.6839755320229721
CID007380-1,0.329173542118534,0.23832788698838636,0.06969632278632468,0.12008954045414605,0.24271270765260886,0.8011898549211981,0.7029120626947597
CID007382-1,0.10172209256902334,0.08113909615621628,0.2923399651786939,0.14174511968605022,0.3830537264100162,0.6321678321678322,0.5739113475648575
CID007384-1,0.054115735589875605,0.4280343186519164,0.1690812426059124,0.1239912480766584,0.2247774550756372,0.7528533801580333,0.6287299471477493
CID007386-1,0.029108306048797813,0.48466087711127886,0.022147356537298372,0.19757952438550058,0.26650393591712435,0.843040293040293,0.6753244697260024
CID007790-1,0.5532665478514873,0.0772310600939004,0.13165896043231415,0.0638327953155615,0.17401063630673655,0.8307901054169711,0.6470484111086865
CID007792-1,0.19505330752088987,0.09839215979268526,0.04035649137588599,0.027124555181367953,0.6390734861291709,0.8085794802212712,0.6701342131935848
CID007794-1,0.35052696670100614,0.09150499841672241,0.1031727102353147,0.18838878256337266,0.266406542083584,0.7880517200095778,0.681245232455652
CID007796-1,0.027687301420285512,0.48215741166493914,0.08194842304341254,0.14077876182440302,0.2674281020469597,0.698992673992674,0.6375569105148196
CID007798-1,0.05684130561845942,0.05876966149568026,0.31423720578927367,0.2910239616280059,0.27912786546858076,0.7168967994253331,0.6028441405654545
CID007800-1,0.09330963950185625,0.09629497730128617,0.3170290273503732,0.1344871999489717,0.3588791558975127,0.7181922555056882,0.5851423814091572
CID007802-1,0.3936163998102033,0.09230487137907312,0.18486436220066227,0.14214818092701278,0.1870661856830486,0.739291958041958,0.6413450979364613
CID007804-1,0.09993325361696678,0.10416689069328938,0.34326074873905027,0.03443061440828394,0.41820849254240955,0.742445054945055,0.6853492402291875
CID008392-1,0.020863767591023277,0.5331388610661224,0.08063711577336487,0.1399204525803762,0.22543980298911326,0.7600106882467459,0.6670589284562879
CID008394-1,0.08089802407144425,0.009801817795294378,0.4568216121712404,0.051916856872642414,0.40056168908937856,0.7467490842490843,0.6239981399045237
CID008396-1,0.1814556349779992,0.08180176444318225,0.14397167793654417,0.05773073197722415,0.5350401906650503,0.7503933566433566,0.7006373776685964
CID008398-1,0.03332888023088427,0.2685822357410963,0.0757559620324117,0.3265235219916858,0.2958094000039219,0.7968968531468531,0.7254676211464058
CID008400-1,0.07291060756096941,0.3380308371075822,0.06107261754549684,0.1653324560375903,0.36265348174836126,0.7559336186201857,0.6773136001650442
CID008402-1,0.04426958381112712,0.3439943111246798,0.14089133311673843,0.11099323911351072,0.3598515328339439,0.7686625874125874,0.7563504351859969
CID008404-1,0.06101252736555455,0.46852728541932565,0.17802719480134108,0.07502266963253705,0.21741032278124164,0.6927884615384615,0.6276652996947891
CID008406-1,0.02369069903481533,0.20535855678808343,0.0720816840308129,0.15836612581518233,0.540502934331106,0.8124125874125874,0.7408998953253284
