,B Cell,Epithelium,Myeloid,Stroma,T Cell,rho_Spearman,rho_Pearson
CID005226-1,0.11888545783999062,0.6788370908205731,0.021487560773281986,0.06018493372221055,0.12060495684394379,0.9029059829059829,0.7178193048425767
CID005227-1,0.281443633476273,0.49209806720150934,0.010510373404691643,0.0298075196280444,0.18614040628948156,0.9138461538461539,0.7693012512962014
CID005798-1,0.11565875450309761,0.27608370495805024,0.013561822422381393,0.3076103275100029,0.28708539060646787,0.9012987012987015,0.8232880613742102
CID005799-1,0.4496010868254814,0.060671213627966444,0.22380506736130634,0.127622643663709,0.1382999885215368,0.8363858363858364,0.5227221762800875
CID005800-1,0.11641847037857377,0.5956997065570739,0.018037550063431853,0.20775541877663412,0.06208885422428631,0.8286893704850361,0.8097172620326915
CID005801-1,0.3712806275172438,0.33679600743457244,0.0675376917328605,0.03750666144812328,0.1868790118672,0.8591304347826086,0.6667503278112483
CID006004-1,0.14561754689080028,0.1018282907451752,0.37998386217665325,0.22265066002682155,0.1499196401605497,0.7880341880341881,0.7203314206441853
CID007374-1,0.32982973947371735,0.0003383893776536141,0.11441287355175125,0.20246102016218392,0.35295797743469387,0.8452012383900929,0.7996198456223694
CID007376-1,0.15061681669912502,0.2786835178806758,0.1293774245378054,0.08090743746149132,0.3604148034209025,0.9056410256410257,0.8404496555566708
CID007378-1,0.2474834682088812,0.47087043592999733,0.06013801863458886,0.06138713084001124,0.16012094638652136,0.84,0.6902546877056029
CID007380-1,0.5386544429240283,0.20102827906254078,0.08386331462849214,0.0683048697541122,0.10814909363082653,0.8557264957264957,0.5560743134684123
CID007382-1,0.20932640384465473,0.1186437016517766,0.26670246197210085,0.15656809071533156,0.24875934181613624,0.9104273504273503,0.736770482478724
CID007384-1,0.1951021067965737,0.34346397499692355,0.17890304739825202,0.09291287890017809,0.18961799190807263,0.8584615384615385,0.7848653150318355
CID007386-1,0.21239070102861074,0.3807229832972649,0.000773972463260074,0.19891904506101754,0.20719329814984674,0.8673504273504273,0.7864359913864449
CID007790-1,0.3917491744847509,0.07539965905571588,0.26460216413947185,0.03369677101847861,0.2345522313015828,0.9104273504273503,0.7259884538510732
CID007792-1,0.45225054966002787,0.1582577380357764,0.09076870567889132,0.027694699607649302,0.2710283070176551,0.9268376068376069,0.6968214918261688
CID007794-1,0.23107269655725213,0.13473494429726757,0.21046834035209377,0.20161179151474135,0.2221122272786452,0.8858363858363859,0.7710522395711334
CID007796-1,0.2977135425990316,0.545786623632582,0.031318812367625806,0.03127933446119037,0.09390168693957023,0.8441025641025641,0.6681609574440219
CID007798-1,0.23625302645642185,0.046383708737549836,0.2636179204451417,0.21959879549685482,0.2341465488640318,0.8626373626373627,0.6504742065838152
CID007800-1,0.724209011442819,0.03139750488542132,0.11776764294528345,0.02874155194590518,0.09788428878057108,0.9578754578754579,0.5930876135832719
CID007802-1,0.28199057336976013,0.07090371536611217,0.24958972354693862,0.14732421031452556,0.25019177740266346,0.9070085470085469,0.7766177457276121
CID007804-1,0.23228074877752042,0.13104235998513214,0.3859853419568967,0.039467503707467017,0.2112240455729837,0.9234782608695653,0.7865564639470142
CID008392-1,0.044142794967388745,0.7609258677911938,0.04209234831895669,0.032942850194125795,0.11989613872833506,0.9444444444444445,0.629299340718073
CID008394-1,0.33841264971589374,0.017250944622955396,0.4080342115340086,0.03095638852744348,0.20534580559969878,0.9121739130434784,0.6575858260057904
CID008396-1,0.43112730731065124,0.06370198772758516,0.13821232091765984,0.027632593405473426,0.33932579063863033,0.9241025641025642,0.7011004924238833
CID008398-1,0.19882429861145953,0.36590590628700953,0.04317265991162347,0.1981997535445313,0.19389738164537618,0.8652991452991452,0.7571536122614483
CID008400-1,0.5534874830088838,0.05964634641036299,0.02148845113690582,0.02732165353304839,0.33805606591079895,0.8564102564102564,0.530150750801899
CID008402-1,0.16849198957413852,0.32219052857320196,0.1197835464777811,0.07672737801092015,0.3128065573639583,0.8646153846153847,0.8522244190793953
CID008404-1,0.2103635236248383,0.3991675572816283,0.14836474182960316,0.08903212756147581,0.15307204970245444,0.8591452991452992,0.692766929928954
CID008406-1,0.1970822328416471,0.1740718631902143,0.09848370895546713,0.17533970799615065,0.3550224870165207,0.8516239316239316,0.8162976650093873
